Kritik dan Saran,Klasifikasi
"Semoga bisa lebih baik lagi, terima kasih atas ilmunya bapak",Baik
Bapakk baiikkkk☺,Baik
Bapakkk baik semoga bisa mengajar kami lagi🤗,Baik
Cepat tanggap saat di ajarkan,Baik
Baik kepada mahasiswa dan saat mahasiswa belum paham tentang materinya beliau mengajari mahasiswa tersebut,Baik
Bagus. Tingkatkan.,Baik
Semuanya baik buat Mr.Syaefani,Baik
Orangnya enakan,Baik
cara pembelajaran bapak sudah baik semoga dipertahankan,Baik
cara pembelajaran bapak sudah baik sebaiknya ditingkatkan lagi,Baik
sudah baik pembelajarannya,Baik
Akurat dalm mengajar,Baik
Mantap Pa Syefani,Baik
"Semoga Semester 5 / 6,  bisa mengajar mk b.inggris  lagi.",Baik
Semester depan mohon ngajar lagi pak,Baik
Smoga sukses,Baik
jam praktek perlu ditambahin,Baik
Baik dan dirwkumndasi lagi mengajar,Baik
Udah bagus,Baik
"sudah baik, dapat mudah dipahami, selama proses pembelajarannya tidak membosankan dan menyenangkan. Terimakasih ibu, yang sudah mengajarkan berbagai ilmu kepada kami. Semoga ilmunya dapat bermanfaat untuk kedepannya.",Baik
Bertanggung jawab,Baik
"sudah baik, dapat mudah dipahami, selama proses pembelajarannya tidak membosankan dan menyenangkan. Terimakasih bapak, yang sudah mengajarkan berbagai ilmu kepada kami. Semoga ilmunya dapat bermanfaat untuk kedepannya.",Baik
Untuk penjelasan ulang ketika perkuliahan mungkin harus ditambahkan lagi apabila ada salah seorang mahasiswa belum mampu memahami,Baik
Terimakasih bu anis untuk matakuliah yang sudah diajarkan selama ini,Baik
"Terimakasih bu mely, sudah mengajarkan apa itu berusaha keras mencapai hasil semaksimal mungkin. ketika ibu mengajar memberikan tantangan tersendiri untuk saya, karena tugas-tugas yang diberikan terkadang tidak terduga.",Baik
"sudah cukup baik, dapat mudah dipahami. Untuk kedepannya bisa ditingkatkan lagi supaya tidak merasa bosan selama pembelajaran.
Terimakasih ibu, yang sudah mengajarkan berbagai ilmu kepada kami. Semoga ilmunya dapat bermanfaat untuk kedepannya.",Baik
"Sangat perlu sekali untuk meningkatkan dalam sistem belajar mengajar, sebab hal ini sangat berpengaruh dalam menerima berbagi sub bab materi yang telah diajarkan. Karena apabila terdapat materi yang belum paham dalam pembelajarannya maka dapat menganggu konsentrasi terhadap mahasiswa/wi tersebut. Kemudian ketika dalam memberikan tugas, pihak dosen mampu menjelaskan secara detail mengenai tugas tersebut kepada pihak mahasiswa/wi, karena tidak semua mahasiswa/wi dapat menerima penjelasan tersebut dengan paham. Mohon maaf atas kritik dari saya, terima kasih🙏🏻",Baik
"Tetap semangat untuk meningkatkan kembali dalam sistem belajar mengajar agar semua mahasiswa/wi mampu menyerap ilmu atau materi dengan cara cepat dan mudah untuk saling berdiskusi dengan pihak dosen. Saya sangat mengharapkan apabila dosen dapat memberikan pembelajaran yang menyenangkan, mudah dalam berkomunikasi, serta selalu memberikan motivasi dan semangat tinggi untuk meningkatkan karir di masa depan. Sebab dari hal tersebut sangat berpengaruh pada kedekatan antara pihak mahasiswa/wi dengan dosen, sehingga pihak mahasiswa/wi dapat mengevaluasi dengan baik dan sempurna. Serta dapat memberikan penilaian yang baik dalam setiap tugas atau bahkan ujian dari setiap mahasiswa/wi tersebut. Terima kasih😊🙏🏻",Baik
Trimakasih sudah mengajar kita dengan baik,Baik
Semoga tidak lelah untuk mengajar kita dan makin semangat tetep jadi dosen kita,Baik
Semoga semangat untuk mengajar kita tidak luntur dan tetep jadi dosen yang baik untuk kita,Baik
Tetep semangat mengajar kita dan makin lebih baik lagi dan tetep jadi sosen yang baik,Baik
Semoga tetep makin menjadi yang lebih baik lagi dan semangat nya tidak akan luntur mengajar kita,Baik
Terimakasih Bu udah sabar :),Baik
Semua baik,Baik
"Terimakasih atas ilmu yang sudah diberikan oleh bapak,",Baik
Ibu nya friendly,Baik
Friendly,Baik
Ramah,Baik
Ramah tamah,Baik
Paling kritis dan dapat menjadi contoh teladan,Baik
Terimakasih ilmunya pak,Baik
Terimakasih ilmunya bu,Baik
Sudah baik.,Baik
Tidak ada saran dan kritik karna menurut saya sudah baik,Baik
Alhamdulillah bagus dalam mengajarnya,Baik
Alhamdulillah bagus dalam mengajarkan nya,Baik
Sebaiknya dalam pembelajaran offline lebih diperbanyak lagi karena ketika online terkadang ada mahasiswa yang masih kurang faham. Ketika online bila perlu dosen menyarankan kepada mahasiswa untuk  on camera pada saat pembelajaran berlangsung agar dosen mengerti siapa yang hadir dan dosen dapat mengamati mahasiswa yang benar-benar fokus mendengarkan materi dari dosen. Untuk daya respon mahasiswa sangat baik.,Baik
Terima bu sharfina telah bertanggung jawab pada penyelesaian materi kuliah sesuai kontrak perkuliahan,Baik
sudah sangat baik,Sangat Baik
"Sudah sangat baik dalam mengajar, terimakasih pak",Sangat Baik
Sangat baik saat menerangkan dan menjelaskan,Sangat Baik
Menurut saya Beliau sudah sangat baik dalam menjelaskan mata kuliah ini.,Sangat Baik
Dalam penyampaian materi sangat baik dan menyenangkan belajar praktikum perpajakan ini,Sangat Baik
"Sangat baik , Terima Kasih",Sangat Baik
sangat baik dalam menyampaikan pembelajaran,Sangat Baik
"Pemberian materinya sangat baik, banyak memberikan study kasus perihal materi yang di sampaikan, dan akibatnya kita bisa memahami apa yang kita pelajari. Namun jika ada tugas tolong diperpanjang lagi waktu deadlinenya paling tidak 1 minggu.",Sangat Baik
"Sangat baik, lanjutkan",Sangat Baik
Sangat baik dan ramah,Sangat Baik
Sangat baik,Sangat Baik
Tidak ada saran sudah sangat baik dalam mengajar,Sangat Baik
"Tidak ada kritik, sudah sangat baik.",Sangat Baik
Sangat sangat baik dalam mengajar selalu si contohkan dengan keadaan yang sebenarnya jadi mahasiswa lebih paham. Sarannya hanya saya berharap nanti bisa offline dengan pak darni karna pembahasannya yang sangat menarik namun sering sekali kendala jaringan.,Sangat Baik
Baguss sangat,Sangat Baik
Pa Aryanto Sangat jelas memberikan pembahasan,Sangat Baik
Dosen memberikan metode belajar yang baik sehingga mahasiswa dapat mudah mengerti dan tidak bosan belajar di kelas.,Sangat Baik
"Semangat ibu,.
Dari saya tidak ada saran maupun kritik,dikarenakan sudah sangat baik ",Sangat Baik
Saya suka dengan metode pengajarannya dan jelas untuk dipahami mahasiswanya. Untuk kedepannya agar lebih diperhatikan soal waktu karena waktu memulai kuliahnya kelamaan biasanya 10 menit setelah mulai mata kuliah baru mulai jadi selesai mata kuliahnya melebihi batas waktunya.,Sangat Baik
Dosen memberikan metode belajar yang cukup baik sehingga mahasiswa dapat memahami.,Sangat Baik
Pertahankan situasi nyaman dalam proses belajar mengajar bu,Sangat Baik
Baik bngt,Sangat Baik
Suka sekali dngn metode ngajarnya,Sangat Baik
Baik sekalii. lebih baik lagi jika pembelajaran offline bersama bu anita,Sangat Baik
Ibu cantik semoga semester 3 ketemu lagi,Sangat Baik
perfect luar biasa,Sangat Baik
"Saya suka dengan proses pembelajarannya cara menjelaskannya mudah sekali dipahami oleh mahasiswa terutama yang masih awam dengan akuntansi. Tetapi alangkah baiknya jika mulai waktu kuliah dipersiapkan terlebih dahulu laptop untuk gmeetnya, agar waktu mahasiswa masuk gmeetnya tidak terlalu lama menunggu di acc karena laptopnya butuh restart.",Sangat Baik
Video materinya dapat dipahami,Sangat Baik
the best sekali bu,Sangat Baik
Bikin tegang pas pembelajaran tapi cepat mencairkan suasana pembelajaran lagi,Sangat Baik
Saya suka dengan metode pengajarannya sangat jelas dan mudah dipahami. Dan memberikan kesempatan mahasiswa nya untuk presentasi materinya itu juga membantu mahasiswa melatih dalam public speaking. Untuk kedepannya agar lebih di tingkatkan lagi dalam proses pengajarannya dan diselingi dengan candaan agar menyenangkan dalam proses pembelajarannya.,Sangat Baik
"Sesama manusia harus saling menghargai dan memahami satu sama lain. tidak punya laptop adalah keadaan sulit, sinyal buruk adalah keadaan yang tidak diinginkan, terlambat sedikit karna keadaan sinyal adalah keadaan yang menyebalkan. itu semua diluar kendali tolong hargai sedikit saja.",Sangat Baik
Tidak ada saran dan kritik buat bapak. Dan terimakasih sudah menciptakan suasana belajar yang nyaman dan menyenangkan,Sangat Baik
Sudah jelas dalam memberikan materi pembelajaran serta memberikan kesempatan bagi mahasiswa nya untuk bertanya. Untuk kedepannya agar saat waktu mulai mata kuliah jangan kelamaan karena mahasiswanya kelamaan menunggu untuk acc gmeet.,Sangat Baik
Diusahakan supaya pembelajaran melalui meet pak,Sangat Baik
Sesekali tolong diadakan meet agar kami mahasiswa lebih paham lagi,Sangat Baik
"Sudah baik dalam menjelaskan materi pembelajarannya dan mudah dipahami. Untuk kedepannya agar setiap pertemuan jangan tugas terus. Teruntuk tugas video nya agar di kurangi bu, karena bikin videonya berkali kali take.",Sangat Baik
Sudah cukup semoga dapat ditingkatkan lagi,Sangat Baik
"banyak mahasiswa yang tidak menyukai jika setiap pembelajaran hanya melalui vidio yt kadang kala kami membutuhkan gmeet/offline jika memungkinkan. dan kami sangat ingin ketika selesai mengumpulkan tugas, dibahas tugas tersebut agar kami tau yang salah dan yang benar.",Sangat Baik
Sudah baik dalam menjelaskan materi pembelajarannya. Apalagi kita kemarin praktek langsung kewirausahaan membuat mahasiswa terlatih dalam berwirausaha. Untuk kedepannya jika pandemi sudah hilang untuk praktek agar lebih diperdalam lagi dan waktunya diperbanyak agar mahasiswa tersebut terlatih mental wirausahanya.,Sangat Baik
Tingkatkan kinerja Bapak dan lebih semangat lagi dalam memberikan materi.,Sangat Baik
Saya suka dengan metode pengajarannya sangat mudah dipahami oleh mahasiswanya dan tepat waktu dalam memulai mata kuliahnya. Untuk kedepannya agar dipertahankan dan ditingkatkan lagi agar lebih baik.,Sangat Baik
baik dan akan lebih baik lagi jika offline,Sangat Baik
"Dalam mengajar sudah baik dan mudah dipahami, untuk pembahasan kuis sebaiknya dibahas setelah kuis selesai supaya tahu letak kesalahannya",Sangat Baik
Dari saya sendiri kalau dosen tsb mengajar baik offline maupun online cara mengajarnya itu enak dan mudah dipahami juga.,Sangat Baik
"Dalam mengajar sudah baik dan mudah dipahami, untuk penugasan membuat video sebaiknya dikurangi sedikit soalnya hp saya gampang memorinya penuh ",Sangat Baik
Kalo ngajar mudah dipahami terus kalo bisa neranginya jangan pake Vidio karna kurang phm,Sangat Baik
Sudah cukup baik sekali dan pertahankan,Sangat Baik
"Dalam pembelajaran agaknya lebih baik melalui gmeet saja dari pada memberikan video untuk di pelajari mahasiswa sendiri, karena dengan gmeet, mahasiswa bisa merasa lebih dekat dengan dosen",Sangat Baik
"Bu anita dosen yang aktif,memberikan metode belajarnya baik,",Sangat Baik
Dalam menjelaskan mudah dipahami karena dikaitkan dengan contohnya hanya saja sedikit kecepatan,Sangat Baik
Semuanya sudah baik jadi menurut saya tidak ada lagi saran dan kritik untuk beliau,Sangat Baik
"Harus lebih bisa menjadikan suasana pembelajaran yang menyenangkan, sehingga mahasiswa tidak malas dan bosan untuk mendengarkan penjelasan materi saat pembelajaran berlangsung.",Sangat Baik
"Ibu fitri orangnya baik, mudah diajak bercanda, dan perthankan dengan sifat ini karena menyenangkn, dan memberikan metode pembeljran yg baik",Sangat Baik
tetap sabar ketika mengajar mahasiswa & tetap menjadi dosen yg baik,Sangat Baik
Dalam menjelaskan mudah dipahami hanya saja sedikit kecepatan,Sangat Baik
dipertahankan kualitas mengajarnya Bu👍,Sangat Baik
"Saat membuat video pembelajaran ada bagian yang gak ada suaranya, sebaiknya nanti sebelum upload di edit lagi",Sangat Baik
Semuanya sudah baik jadi saya rasa tidak ada saran maupun kritik untuk beliau,Sangat Baik
Sebaiknya mata kuliah perbankan diberikan modul untuk belajar agar lebih memahami materi tentang perbankan.,Sangat Baik
"Ibu saya sangat suka di ajar sama bu hanum, walaupun notabenya dosen baru penjelasannya sangat mudah and so friendly ",Sangat Baik
"Ibu yang keren kalo ngajar selalu make with digital learning, mudah dipahami juga bu ",Sangat Baik
"Baik banget,mudah mempelajarinya dan menyenangkan, gampang diajak becanda dan saya harap pertahankan sifat itu agar tidak membuat bosan waktu pembelajaran",Sangat Baik
"Udah mantul keren ngajarnya komunikatif sekali, walaupun via daring bu pipit luar biasa. We love you bu💜 sanagt mudah di pahami",Sangat Baik
"Interaksi dengan mahasiswa cukup, karena lebih sering share materi di youtube, tapi materi cukup mudah dipahami.",Sangat Baik
Penjelasannya sudah cukup mudah untuk dipahami karena mangaitkan materi dengan contoh riil,Sangat Baik
Cara mengajar dosen yang menyenangkan membuat materi yang sedang dipelajari menjadi lebih mudah untuk dipahami.,Sangat Baik
"Sangat mudah dipahami ketika menyampaikan materi, dan memberikan kesempatan mahasiswa untuk berpartisipasi dalam menjawab agar mendapat nilai tambahan.",Sangat Baik
Cara penyampaian materi sangat mudah dipahami dan gaya belajarnya juga sangay menyenangkan.,Sangat Baik
Sudah sangat baik dalam mengajar,Sangat Baik
Untuk matkul mengenai praktikum akuntansi sangat direkomendasikan karna penyampain tertata dan mudah dipahami,Sangat Baik
Penjelasan materinya sangat baik dan metode pembelajarannya juga tidak membosankan.,Sangat Baik
Cara mengajar yang sangat menyenangkan sehingga tidak membuat keadaan didalam kelas tidak begitu tegang.,Sangat Baik
"Sudah sangat baik, walaupun pengganti tetapi bu fitri mampu menyesuaikan dengan sangat baik dalam mengajarkan juga sangat mudah dipahami.",Sangat Baik
Cara penyampaian materi yang sangat menyenangkan sehingga memudahkan kami untuk memahami materi.,Sangat Baik
"Baik banget,gaul juga,cara mengajar yang asik,sering memberi extra poin untuk mahasiswa yang aktif, tugasnya juga unik",Sangat Baik
"Sudah 2 semester di ajar Bu Hetika,cara mengajarnya mudah dipahami",Sangat Baik
Dalam mengajar mudah dipahami dan bikin suasana menyenangkan semoga ilmunya bermanfaat bisa diterapkan kedunia nyata dengan detail. Terimakasih ibu🙏,Sangat Baik
Dosen Bu Anita memberika materi dengan jelas dan baik dan sering mengadakan kuis sehingga mahasiswa lebih memahami materi yang diajarkan,Sangat Baik
"Ibu anita sudah menjelaskan sangat baik, suka sekali dengan cara menjelaskan karna tidak terburu buru",Sangat Baik
Ibu menjelaskan materi dengan rinci dan baik. Ibu juga memberikan kesempatan mahasiswa bertanya saat kelompok. Terimakasih,Sangat Baik
"Bapak mengajar dengan baik, bapak memberikan masukan cara membaca bahasa Inggris yang benar saat mengajar terutama membaca teks dan itu sangat membantu kami untuk melafalkan dengan benar.",Sangat Baik
"Bapak dosen yang mengajarkan materi dengan sabar dan telaten. Bapak mempraktekkan dengan jelas cara melakukannya dan mengulangi kembali agar mahasiswa paham. 
Terimakasih pak",Sangat Baik
" Bapak selalu menyempatkan untuk meet dan menjelaskan cara-caranya dan materi dengan runtut, penyampaian yang bapak sampaikan mudah dipahami kami walaupun itu yang berhubungan dengan angka. 
Terimakasih pak",Sangat Baik
Bu Anita kalo menjelaskan sangat mudah di pahami,Sangat Baik
"Ibu mengajar dengan baik menyampaikan melalui video yang ibu buat dan meet. Membuat kami lebih mengerti materi ibu. ibu juga memberikan kami kuis untuk tambahan point dan menyempatkan menjawab chat mahasiswa ketika ada pertanyaan sulit terkait tugas. Mengingatkan mahasiswa yang belum mengumpulkan tugas ketika meet. 
Terimakasih banyak bu",Sangat Baik
"Ibu menjelaskan materi dengan jelas, ibu menyempatkan untuk melakukan meet dan menjelaskan materi (melalui video dan meet) . Ibu juga sabar dalam mengajar kami, telaten memberi kami ilmu terutama dalam materi perhitungan (angka) agar kami paham akan materi tersebut.
Terimakasih bu",Sangat Baik
"Ibu selalu menjelaskan tugas yang ibu berikan dan kita kerjakan, dan memberikan penjelasan kembali dan benar saat terdapat mahasiswa yang ibu tunjuk saat menyampaikan jawaban akan tugas yang ibu berikan dengan tidak benar(salah).
Terimakasih bu",Sangat Baik
Menurut saya bapak memberikan metode belajar yang sangat baik sehingga mahasiswa dapat mudah mengerti terimakasih telah memberikan banyak ilmu yang bermanfaat,Sangat Baik
Menurut saya beliau memberikan metode belajar yang sangat baik dan menjelaskan materi dengan sangat jelas sehingga mahasiswa dapat mudah mengerti terimakasih telah memberikan banyak ilmu yang bermanfaat,Sangat Baik
Menurut saya beliau memberikan metode belajar yang sangat baik sehingga mahasiswa dapat mudah mengerti terimakasih telah memberikan banyak ilmu yang bermanfaat,Sangat Baik
"Pembelajaran masuk banget,jelas banget. Pokoknya the best ",Sangat Baik
"Dalam menyampaikan materi kuliah dengan sangat baik, jelas dan mudah dipahami.",Sangat Baik
Menurut saya Bu Yeni memberikan metode belajar yang sangat baik sehingga mahasiswa dapat mudah mengerti dan tidak bosan belajar di kelas,Sangat Baik
Metode pembelajaran sudah sangat baik dan jelas,Sangat Baik
Bu ida sangat jelas dan sabar dalam memberikan materi,Sangat Baik
Bu Fitri kalo menjelaskan sangat mudah di pahami dan sangat suka bangt saya dengan Bu Fitri .,Sangat Baik
Sudah sangat bagus semoga bisa ngajar sampe akhir,Sangat Baik
Sudah sangat baik karena saat pembelajaran juga ada praktek yang langsung turun ke lapangan,Sangat Baik
metode pengajaran sudah sangat baik dan bagus terima kasih pak,Sangat Baik
Dalam menyampaikan materi sangat menarik sehingga mudah dipahami,Sangat Baik
"Tingkatkan kinerja bapak, lebih semangat lagi dalam memberikan materi :),cara mengajarnya sangat interaktif dan mudah dimengerti",Sangat Baik
"i love u bu anita, makasih sudah sabar menghadapi kami dalam belajar, terimakasih juga karena selalu sabar membimbing kelas 2D, terimakasih juga selalu memberikan remidi utk mahasiswa yg nilainya kurang maksimal. sehat selalu ibuu❤️",Sangat Baik
Sangat nyaman sekali diajar oleh Bu pipit dan pada saat mengajar selalu memastikan mahasiswanya benar- benar paham,Sangat Baik
"Ibu hanum sudah sangat baik dalam membimbing mahasiswa2nya sehingga menurut saya penjelasanya mudah dipahami dan diingat
Terimakasih ibu❤️❤️",Sangat Baik
Dalam penyampaian materi sudah sangat jelas dan mudah dipahami,Sangat Baik
Menurut saya Pak Arya memberikan metode belajar yang sangat baik sehingga mahasiswa dapat mudah mengerti dan tidak bosan dalam belajar,Sangat Baik
Sangat baik dalam mengajar,Sangat Baik
Sangat senang bisa belajar otomatisasi perkantoran dengan Bpk Heri karena bapak berhasil membuat mahasiswa nyaman dalam belajar membuat suasana menjadi tidak boring.,Sangat Baik
"Saya rasa sangat senang di ajar oleh beliau, karena cara pengajarannya tidak membosankan, semoga semakin baik dalam mengajar.",Sangat Baik
"Saya suka sekali dengan metode pembelajaran yang diberikan Ibu kepada mahasiswa, dengan metode tersebut semakin membuat kita mengerti akan mata kuliah yang bapak ajarkan",Sangat Baik
"Cara mengajarnya sangat detail dan rinci sekali jadi langsung paham, baru kali ini diajar langsung paham ",Sangat Baik
Ppt yang di sajikan ketika kulon sangat menarik membuat kita tidak jenuh,Sangat Baik
Baikk sekali terhadap mahasiswa dan terima kasih sudah sabar ketika mengajar di kelas saya 🙏,Sangat Baik
Kelas dengan pak suryo sangat enak dan santai,Sangat Baik
Sangat baik skli karna apa yang saya tidak paham mau menjlaskan ulang.,Sangat Baik
pembelajaran sangat menyenangkan pertahankan terus metode pembelajaran seperti ini,Sangat Baik
"Menurut saya dalam pembelajaran sangat baik, dan mudah dipahami. ",Sangat Baik
"Mudah dipahami, dan sangat baik. ",Sangat Baik
Sudah sangat baik dalam cara pembelajarannya,Sangat Baik
Sudah sangat baik dalam pembelajaran dan sangat disiplin,Sangat Baik
Mudah dipahami dalam pembelajaran .,Sangat Baik
Semoga bu dewi terus mengampu mata kuliah sia karna enak dalam menerangkanya,Sangat Baik
"Saran saya agar bu kris tetap mengampu mata kuliah ini karna cara mengajarna enak, mudah di pahami dan sangat baik",Sangat Baik
"Dalam pembelajaran sudah baik, apalagi dengan sistem yang mengharuskan mahasiswa on cam /on mic, sehingga terlihat mana mahasiswa yang serius memperhatikan /tidak. ",Sangat Baik
"Saat pemaparan sangat baik dan materi pun mudah dipahami oleh mahasiswa, dengan cara langsung pengerjaan soal menurut saya cocok untuk kami belajar praktek (tidak hanya teori). ",Sangat Baik
"Untuk pembahasan soal langsung sangat baik diterapkan, terlebih mencangkup isi materi & menurut saya bisa menjadi modal belajar mahasiswa untuk persiapan wawasan di dunia auditing. ",Sangat Baik
"Enjoy sama pembelajaran yang tidak terlalu spaneng menurut saya, banyak challenge juga yang bisa menumbuhkan semangat mahasiswa untuk mengerjakan tugas.",Sangat Baik
"Materi dijelaskan dengan baik, dan sangat interaktif dengan mahasiswa saat mengerjakan kasus bersama. ",Sangat Baik
Penjelasan mudah dipahami dan menerapkannya ke kebutuhan sehari-hari. Sangat baik dalam memberi beberapa referensi dari berbagai sumber.,Sangat Baik
Secara keseluruhan Bu Hanum sudah baik. Materi yang diajarkan juga di sajikan dengan menarik sehingga mudah dipahami,Sangat Baik
"Cara mengajarnya asik, tidak membuat mahasiswa tertekan sehingga mudah dalam memahami materi.",Sangat Baik
"Nothing,
Bu Hana tuh baik sekali, kalo pas menjelaskan materi detail banget, membantu sekali dalam hal pemahaman.",Sangat Baik
Dalam menyampaikan materi sangat baik dan mudah untuk dipahami dan jangan pake kuis dadakan karena kan jaring susah,Sangat Baik
Sangat jelas dengan penjelasannya materinya,Sangat Baik
Sangat baik dalam menyampaikan materi,Sangat Baik
"dosen yg disiplin waktu, sangat tegas, kejujuran selalu yg diutamakan, luar biasa si menurut saya.  proses pembelajarannya pun mudah dipahami, sehat selaluu pokonyaaa bu desiiiii",Sangat Baik
Baik untuk berkomunikasi dengan mahasiswa tentang mata kuliah,Sangat Baik
"mrs iin sangat jelas dalam menyampaikan materi, super ramah, semoga lebih baik kedepannyaaaa",Sangat Baik
"pak lutfi dosen yang sangat menarik menurut saya, udah gada saran pokonya the bestt,",Sangat Baik
"dosen yang sangat disiplin dan telaten menurut saya, udah baik , menarik juga dalam pembelajarannya ",Sangat Baik
"dosen paling santuyy tapi jelas dan menarik dalam menyampaikan materi, walopun sering online yaa tapi gapapa krna lagi pandemi jugaaaa",Sangat Baik
"Dosen memberikan meteri sangat baik dan menghargai pendapat mahasiswa secara santun,serta dapat membaur kepada mahasiswa",Sangat Baik
sangat baik dan jelas dalam menjelaskan materi,Sangat Baik
menurut saya tidak ada kritikan karna bapa sudah sangat baik dalam mengajar,Sangat Baik
Menurut saya bapak memberikan metode belajar yang sangat baik sehingga mahasiswa dapat mudah mengerti dan tidak bosan belajar,Sangat Baik
Sudah sangat sangat baik sekali dalam mengajar,Sangat Baik
Dalam penyampaian materinya sangat baik dan mudah dipahami,Sangat Baik
Dalam pembelajarannya dosen mengampu mata kuliah dengan sabar sehingga mahasiswa merasa enak jika diajar oleh dosen tersebut.,Sangat Baik
Menurut saya ibu memberikan metode belajar yang sangat baik sehingga mahasiswa dapat mudah mengerti dan tidak bosan belajar di kelas,Sangat Baik
Menurut saya ibu memberikan metode belajar yang sangat baik sehingga mahasiswa dapat mudah mengerti dan tidak bosan belajar,Sangat Baik
Cara penyampaian materi yang santai sehingga bikin mahasiswa tidak tegang,Sangat Baik
Sangat baik dalam pembelajaranya,Sangat Baik
Cara penyampaian materi yang menyenangkan sehingga mahasiswa tidak mudah bosan,Sangat Baik
Menurut saya bapak memberikan metode belajar yang sangat baik sehingga mahasiswa dapat mudah mengerti dan tidak bosan belajar,Sangat Baik
Dosen sangat membantu agar semua mahasiswa/mahasiswi yang diampu oleh beliau bisa mandiri dalam mencari materi yang belum paham dan menghitung dosis dengan benar,Sangat Baik
Beliau sudah sangat baik dalam mengajar,Sangat Baik
Dosen pemangampu mata kuliah teori farmakologi sangat sabar dalam menjelaskan. Dalam belajar juga dosen lebih banyak menerangkan dan memaparkan. Sehingga mahasiswa merasa nya man.,Sangat Baik
"Penyampaian materi sangat baik dan mudah dipahami, dosen juga ramah kepada mahasiswa",Sangat Baik
Penyampaian materi yang menyenangkan sehingga mahasiswa tidak mudah bosan,Sangat Baik
dosen sudah sangat baik dalam mengajar,Sangat Baik
"Sudah baik dalam mengajar dan materi yang diajarkan cukup jelas dan ilmu yang diajarkan sangat bermanfaat. Mohon dipertahankan,terimakasih🙏",Sangat Baik
Tidak ada saran dan kritik untuk beliau karena pada saat praktek sangat menyenangkan dan kami memahami ketika beliau maupun asisten dosennya menjelaskan materi praktikum,Sangat Baik
"sangat baik dalam mengajar dan mudah diterima serta dipahami oleh mahasiswa, mampu menciptakan suasana kelas yang menyenangkan, tidak pelit nilai",Sangat Baik
"Dari sekian banyak dosen, hanya bu ip yang terbaik. Sehat Selalu bu ip, terimakasih sudah mengajar MK ini, maaf jika ada salah dari saya maupun dari temen kelas saya....",Sangat Baik
sudah sangat baik dalam menyampaikan materi,Sangat Baik
sangat baik dan mudah dipahami ketika menjelaskan materi,Sangat Baik
Sangat baik dalam mendampingi mahasiswa ketika praktikum,Sangat Baik
Sangat baik dalam memberikan materi,Sangat Baik
Sangat baik dalam menjelaskan materi sehingga mudah dipahami,Sangat Baik
Cara mengajarnya menarik sekali dibanding praktikum lainnya. Ditambah asisten yang baik juga mba dwi 😍 fitokimia jadi praktikum favorit,Sangat Baik
Sudah sangat baik dan sabar dalam mengajar.,Sangat Baik
"Mis iin sangat baik dalam mengajar, penyabar pula. Jadi asik belajar inggris",Sangat Baik
Dosen sangat baik dalam segiapapun,Sangat Baik
Tidak ada kritik karena sudah sangat baik dalam menyampaikan materi,Sangat Baik
Tidak ada kiritik karena sudah sangat baik dalam menyampaikan pembelajaran,Sangat Baik
"Kuliah online pak aldi selalu tepat waktu dan selalu menunggu mahasiswa yang lama masuk meet,sabar dan baik",Sangat Baik
"Sangat baik,terimakasij",Sangat Baik
"Sangat baik, banyak materi dan terlalu fokus pada pembelajaran",Sangat Baik
Tidak ada kritik karena sudah sangat baik dalam pembelajaran yang diberikan kepada mahasiswa,Sangat Baik
"Sangat baik saya suka, tidak memberatkan mahasiswa",Sangat Baik
"Sangat baik, saya suka dan tidak memberatkan mahasiswa",Sangat Baik
Tidak ada sangat baik,Sangat Baik
Saran dari saya menjelaskannya udah sangat jelas makasih buat ilmunya pak semoga bermanfaat,Sangat Baik
"Ibu Linia sangat bertanggung-jawab dengan matakuliah yang beliau ampuh. Beliau sangat care dan peduli dengan mahasiswa nya, melalui materi dan tugas yang ia berikan, secara pribadi saya dapat mengikuti dengan baik apa yang dimaksudkan, walau harus berjuang memahami bahasa Inggris.",Sangat Baik
"Dengan banyak keterbatasan perkuliahan online, dosen sangat peduli dan maximal dalam memberi materi agar mahasiswa nya pahami materi yg diberikan, terutama materi praktek. Terima kasih ",Sangat Baik
"Walau prakteknya tidak full hadir offline, ibu Riski dengan sangat baik menyiapkan materi sehingga kami pun dapat mengikuti proses praktek offline yang dimaksudkan. Terima kasih bu",Sangat Baik
Dosen sangat bertanggung-jawab dan sangat baik dalam pemberian materi.,Sangat Baik
Udah sangat baik,Sangat Baik
"Sikap terhadap mahasiswa sangat baik, kondisi suasana saat perkuliahan pun lebih bisa diterima dan tidak menegangkan.",Sangat Baik
sangat baik dalam menjelaskan materi tetapi jangan terlalu cepat,Sangat Baik
sangat baik dalam menjelaskan meteri perkuliahan tetapi jangan terlalu cepat dalam menyampaikan materi,Sangat Baik
Tidak ada saran dan kritik karena sangat baik dalam mengajar perkuliahan,Sangat Baik
Pembelajaran sdh sgt baik,Sangat Baik
Terimakasih Bu sudah mengajar di semester 4 ini dengan sangat baik,Sangat Baik
"Terimakasih pak sudah mengajar di semester 4 ini dengan sangat baik , sehat selalu pak",Sangat Baik
"Terimakasih Bu Kiki sudah mengajar di semester 4 ini dengan sangat baik , sehat selalu Bu, semoga bisa bertemu kembali di semester selanjutnya ",Sangat Baik
"Saya rasa sangat senang di ajar oleh beliau, karena cara pengajarannya tidak membosankan, semoga semakin baik dalam mengajar",Sangat Baik
